soundingID,date,hour,Longitude,Latitude,inSmoke,GISExists,NOXEmission,NOXPercentOfMax,maxNOX,DOF
Run04660_Seq0001_Scan066,20060728,20.7183342,-110.12142,32.064007,FALSE,TRUE,4.88E+11,1.848825045,2.64E+13,0.721191764
Run04660_Seq0001_Scan067,20060728,20.72722244,-110.2308,32.46653,FALSE,TRUE,4.88E+11,1.848825045,2.64E+13,0.535255373
Run04660_Seq0001_Scan068,20060728,20.72722244,-110.34076,32.86858,FALSE,TRUE,1.11E+11,0.420504139,2.64E+13,0.399687201
Run04660_Seq0001_Scan070,20060728,20.72722244,-110.56319,33.672764,FALSE,TRUE,1.27E+11,0.482303376,2.64E+13,4.14E-05
Run04660_Seq0001_Scan079,20060728,20.73611069,-111.60465,37.286865,FALSE,TRUE,2.22E+11,0.840419146,2.64E+13,0.050885782
Run04660_Seq0001_Scan080,20060728,20.73611069,-111.72489,37.687843,FALSE,TRUE,39341890540,0.149116246,2.64E+13,0.199797034
Run04660_Seq0001_Scan081,20060728,20.74500084,-111.84611,38.088608,TRUE,TRUE,39341890540,0.149116246,2.64E+13,0.731172144
Run04660_Seq0001_Scan082,20060728,20.74500084,-111.96835,38.489197,TRUE,TRUE,39341890540,0.149116246,2.64E+13,0.964572549
Run04660_Seq0001_Scan083,20060728,20.74500084,-112.09174,38.890301,TRUE,TRUE,2.64E+11,0.998909443,2.64E+13,0.2029199
Run04660_Seq0001_Scan084,20060728,20.74500084,-112.2161,39.290737,TRUE,TRUE,2.64E+11,0.998909443,2.64E+13,0.92428565
Run04660_Seq0001_Scan087,20060728,20.75388908,-112.59639,40.492863,TRUE,TRUE,13222569742,0.050117062,2.64E+13,0.278582603
Run04660_Seq0001_Scan089,20060728,20.76277733,-112.85567,41.293427,TRUE,TRUE,1.92E+11,0.729130686,2.64E+13,0.361283332
Run04660_Seq0001_Scan091,20060728,20.76277733,-113.11993,42.092991,TRUE,TRUE,1.24E+11,0.470036304,2.64E+13,0.706191897
Run04660_Seq0001_Scan092,20060728,20.76277733,-113.25397,42.492672,FALSE,TRUE,1.24E+11,0.470036304,2.64E+13,0.499629229
Run04660_Seq0001_Scan094,20060728,20.77166748,-113.52626,43.291729,FALSE,TRUE,6.41E+11,2.428304844,2.64E+13,0.996422946
Run04660_Seq0001_Scan095,20060728,20.77166748,-113.66463,43.691174,FALSE,TRUE,1.11E+11,0.420400244,2.64E+13,0.994843304
Run04660_Seq0001_Scan096,20060728,20.77166748,-113.80426,44.090115,FALSE,TRUE,1.11E+11,0.420400244,2.64E+13,0.266506821
Run04660_Seq0001_Scan097,20060728,20.77166748,-113.94585,44.48978,FALSE,TRUE,1.11E+11,0.420400244,2.64E+13,0.809900761
Run04660_Seq0001_Scan098,20060728,20.78055573,-114.08838,44.888176,TRUE,TRUE,49946054476,0.189308853,2.64E+13,0.986964345
Run04660_Seq0001_Scan099,20060728,20.78055573,-114.23296,45.287231,TRUE,TRUE,49946054476,0.189308853,2.64E+13,0.332081735
Run04660_Seq0001_Scan100,20060728,20.78055573,-114.37895,45.685631,TRUE,TRUE,1.18E+11,0.447556583,2.64E+13,0.983558714
Run04660_Seq0001_Scan101,20060728,20.78055573,-114.5266,46.084038,TRUE,TRUE,4323626069,0.016387695,2.64E+13,0.38959536
Run04660_Seq0001_Scan102,20060728,20.78055573,-114.67619,46.482586,TRUE,TRUE,4323626069,0.016387695,2.64E+13,0.860443592
Run04660_Seq0001_Scan103,20060728,20.78944397,-114.82761,46.880962,TRUE,TRUE,1.60E+11,0.605467816,2.64E+13,0.232684985
Run04660_Seq0001_Scan104,20060728,20.78944397,-114.98061,47.278835,TRUE,TRUE,1.60E+11,0.605467816,2.64E+13,0.888737261
Run04660_Seq0001_Scan105,20060728,20.78944397,-115.1358,47.677044,FALSE,TRUE,1.64E+11,0.623337286,2.64E+13,0.178384438
Run04660_Seq0001_Scan108,20060728,20.79833412,-115.61264,48.869553,FALSE,TRUE,3.07E+11,1.164378731,2.64E+13,0.946792066
Run04660_Seq0001_Scan109,20060728,20.79833412,-115.77569,49.266312,FALSE,TRUE,3.07E+11,1.164378731,2.64E+13,0.174467504
Run04660_Seq0001_Scan110,20060728,20.79833412,-115.94107,49.663399,FALSE,TRUE,1.49E+11,0.565919628,2.64E+13,0.894991279
Run04660_Seq0001_Scan111,20060728,20.79833412,-116.10862,50.060143,FALSE,TRUE,1.49E+11,0.565919628,2.64E+13,0.51227361
Run04660_Seq0001_Scan112,20060728,20.80722237,-116.2782,50.456062,FALSE,TRUE,1.49E+11,0.565919628,2.64E+13,0.253610402
Run04660_Seq0001_Scan113,20060728,20.80722237,-116.45061,50.853096,FALSE,TRUE,NA,NA,2.64E+13,0.335260481
Run04660_Seq0001_Scan114,20060728,20.80722237,-116.62527,51.24892,TRUE,TRUE,NA,NA,2.64E+13,0.488560259
Run04660_Seq0001_Scan115,20060728,20.80722237,-116.80267,51.64489,TRUE,TRUE,NA,NA,2.64E+13,0.642364323
Run04660_Seq0001_Scan116,20060728,20.81611061,-116.98225,52.039993,TRUE,TRUE,NA,NA,2.64E+13,0.587759852
Run04660_Seq0001_Scan117,20060728,20.81611061,-117.16511,52.435982,TRUE,TRUE,NA,NA,2.64E+13,0.218740314
Run04660_Seq0001_Scan118,20060728,20.81611061,-117.3503,52.830978,FALSE,TRUE,NA,NA,2.64E+13,0.125177816
Run04660_Seq0001_Scan119,20060728,20.81611061,-117.5386,53.22617,FALSE,TRUE,NA,NA,2.64E+13,0.347230494
Run04660_Seq0001_Scan120,20060728,20.81611061,-117.72994,53.621063,FALSE,TRUE,NA,NA,2.64E+13,0.990672767
Run04660_Seq0001_Scan121,20060728,20.82500076,-117.92439,54.015827,FALSE,TRUE,NA,NA,2.64E+13,0.248404056
Run04660_Seq0001_Scan122,20060728,20.82500076,-118.12182,54.409836,FALSE,TRUE,NA,NA,2.64E+13,0.637570918
Run04660_Seq0001_Scan123,20060728,20.82500076,-118.32257,54.803864,FALSE,TRUE,NA,NA,2.64E+13,0.398902297
Run04660_Seq0001_Scan124,20060728,20.82500076,-118.52677,55.19767,FALSE,TRUE,NA,NA,2.64E+13,0.312019378
Run04662_Seq0040_Scan004,20060729,10.25611115,-106.04634,68.927269,NA,TRUE,NA,NA,2.64E+13,0.107907645
Run04662_Seq0041_Scan002,20060729,10.26500034,-107.79086,67.46907,NA,TRUE,NA,NA,2.64E+13,0.740267515
Run04662_Seq0041_Scan003,20060729,10.27388859,-109.47943,65.860016,NA,TRUE,NA,NA,2.64E+13,0.16348508
Run04662_Seq0041_Scan004,20060729,10.28277779,-110.92321,64.304443,FALSE,TRUE,NA,NA,2.64E+13,0.837512314
Run04662_Seq0042_Scan002,20060729,10.29166698,-112.17015,62.806736,FALSE,TRUE,NA,NA,2.64E+13,0.30656594
Run04662_Seq0042_Scan003,20060729,10.29166698,-113.40627,61.161957,FALSE,TRUE,NA,NA,2.64E+13,0.405571252
Run04662_Seq0042_Scan004,20060729,10.30055523,-114.48605,59.578468,FALSE,TRUE,NA,NA,2.64E+13,0.105980389
Run04662_Seq0043_Scan002,20060729,10.30944443,-115.43753,58.057087,FALSE,TRUE,NA,NA,2.64E+13,0.67954123
Run04662_Seq0043_Scan003,20060729,10.31833363,-116.39751,56.390984,FALSE,TRUE,NA,NA,2.64E+13,0.09719032
Run04662_Seq0043_Scan004,20060729,10.32722187,-117.25142,54.788582,FALSE,TRUE,NA,NA,2.64E+13,0.12776348
Run04662_Seq0044_Scan002,20060729,10.32722187,-118.01468,53.253143,FALSE,TRUE,NA,NA,2.64E+13,0.233057261
Run04662_Seq0044_Scan003,20060729,10.33611107,-118.79687,51.571541,FALSE,TRUE,NA,NA,2.64E+13,0.67606461
Run04662_Seq0044_Scan004,20060729,10.34500027,-119.50175,49.95713,FALSE,TRUE,3.56E+11,1.348077057,2.64E+13,0.086101688
Run04662_Seq0045_Scan002,20060729,10.35388851,-120.14018,48.410221,TRUE,TRUE,2.36E+11,0.89381714,2.64E+13,0.968746483
Run04662_Seq0045_Scan003,20060729,10.36277771,-120.80122,46.718681,FALSE,TRUE,4.40E+11,1.666463846,2.64E+13,0.180657163
Run04662_Seq0045_Scan004,20060729,10.37166691,-121.40389,45.095093,FALSE,TRUE,1.78E+11,0.672825268,2.64E+13,0.302583694
Run04662_Seq0046_Scan002,20060729,10.37166691,-121.95491,43.541065,FALSE,TRUE,1.34E+11,0.509439853,2.64E+13,0.597344935
Run04662_Seq0046_Scan003,20060729,10.38055515,-122.53114,41.840954,TRUE,TRUE,6.27E+11,2.377447018,2.64E+13,0.433235645
Run04662_Seq0046_Scan004,20060729,10.38944435,-123.06123,40.210636,FALSE,TRUE,49752392444,0.188574822,2.64E+13,0.388612419
Run04662_Seq0047_Scan002,20060729,10.39833355,-123.55009,38.649963,NA,TRUE,1.23E+11,0.466154559,2.64E+13,0.855396092
Run04662_Seq0047_Scan003,20060729,10.40722179,-124.06476,36.944672,NA,TRUE,0,0,2.64E+13,0.355512679
Run04662_Seq0047_Scan004,20060729,10.41611099,-124.54196,35.30899,NA,TRUE,0,0,2.64E+13,0.738266349
Run04662_Seq0316_Scan004,20060729,16.66500092,-65.420113,68.313843,NA,TRUE,NA,NA,2.64E+13,0.205755293
Run04662_Seq0317_Scan002,20060729,16.67388916,-67.291901,69.762482,NA,TRUE,NA,NA,2.64E+13,0.264147401
Run04662_Seq0380_Scan002,20060729,18.14055634,-71.293053,31.294258,NA,TRUE,0,0,2.64E+13,0.33351326
Run04662_Seq0381_Scan002,20060729,18.16722298,-72.664932,36.207237,NA,TRUE,0,0,2.64E+13,0.496578664
Run04662_Seq0381_Scan003,20060729,18.17611122,-73.172707,37.913937,NA,TRUE,0,0,2.64E+13,0.50592041
Run04662_Seq0382_Scan002,20060729,18.19388962,-74.174171,41.106361,NA,TRUE,2.64E+13,100,2.64E+13,0.270691454
Run04662_Seq0382_Scan003,20060729,18.19388962,-74.740326,42.806702,NA,TRUE,1.24E+12,4.693679388,2.64E+13,0.343101293
Run04662_Seq0382_Scan004,20060729,18.20277786,-75.306396,44.434292,NA,TRUE,2.40E+11,0.908074237,2.64E+13,0.279183209
Run04662_Seq0383_Scan002,20060729,18.21166611,-75.871223,45.987415,NA,TRUE,3.70E+11,1.401398553,2.64E+13,0.341661304
Run04662_Seq0383_Scan003,20060729,18.21166611,-76.517731,47.68066,NA,TRUE,1.25E+11,0.474497644,2.64E+13,0.111309052
Run04662_Seq0383_Scan004,20060729,18.22055626,-77.170143,49.299694,NA,TRUE,1.00E+11,0.379967812,2.64E+13,0.020589773
Run04662_Seq0384_Scan002,20060729,18.2294445,-77.8283,50.844799,NA,TRUE,NA,NA,2.64E+13,0.197509676
Run04662_Seq0384_Scan003,20060729,18.23833275,-78.589027,52.527927,NA,TRUE,NA,NA,2.64E+13,0.220406666
Run04662_Seq0384_Scan004,20060729,18.2472229,-79.365967,54.136555,NA,TRUE,NA,NA,2.64E+13,0.09711282
Run04662_Seq0385_Scan002,20060729,18.25611115,-80.158287,55.670044,NA,TRUE,NA,NA,2.64E+13,0.179772079
Run04662_Seq0385_Scan003,20060729,18.26499939,-81.087173,57.339886,NA,TRUE,NA,NA,2.64E+13,0.125748038
Run04662_Seq0385_Scan004,20060729,18.27388954,-82.048599,58.932796,NA,TRUE,NA,NA,2.64E+13,0.628468394
Run04662_Seq0386_Scan002,20060729,18.27388954,-83.044403,60.450611,NA,TRUE,NA,NA,2.64E+13,0.306432843
Run04662_Seq0386_Scan003,20060729,18.28277779,-84.230148,62.099068,FALSE,TRUE,NA,NA,2.64E+13,0.669677496
Run04662_Seq0386_Scan004,20060729,18.29166603,-85.48082,63.669769,FALSE,TRUE,NA,NA,2.64E+13,0.386237532
Run04662_Seq0387_Scan002,20060729,18.30055618,-86.799751,65.161499,FALSE,TRUE,NA,NA,2.64E+13,0.18342793
Run04662_Seq0387_Scan003,20060729,18.30944443,-88.405273,66.777878,NA,TRUE,NA,NA,2.64E+13,0.157429621
Run04662_Seq0387_Scan004,20060729,18.31833267,-90.136749,68.310341,NA,TRUE,NA,NA,2.64E+13,0.032501999
Run04662_Seq0451_Scan002,20060729,19.79388809,-96.010025,31.288055,NA,TRUE,2.05E+12,7.751915937,2.64E+13,0.183669135
Run04662_Seq0452_Scan002,20060729,19.82055473,-97.381615,36.201469,NA,TRUE,1.60E+12,6.066983803,2.64E+13,0.479881167
Run04662_Seq0452_Scan003,20060729,19.82055473,-97.889076,37.907829,NA,TRUE,1.06E+12,4.033275452,2.64E+13,0.221576616
Run04662_Seq0453_Scan002,20060729,19.83833313,-98.890228,41.100285,FALSE,TRUE,1.28E+12,4.850487766,2.64E+13,0.034487896
Run04662_Seq0453_Scan004,20060729,19.85611153,-100.02184,44.428261,TRUE,TRUE,2.40E+11,0.908242145,2.64E+13,0.095976956
Run04662_Seq0454_Scan004,20060729,19.88277817,-101.88509,49.293762,TRUE,TRUE,5.02E+11,1.901792047,2.64E+13,0.405318171
Run04662_Seq0455_Scan002,20060729,19.89166641,-102.54303,50.838894,TRUE,TRUE,NA,NA,2.64E+13,0.826978385
Run04662_Seq0455_Scan003,20060729,19.89166641,-103.30373,52.522705,FALSE,TRUE,NA,NA,2.64E+13,0.341436237
Run04662_Seq0455_Scan004,20060729,19.90055466,-104.08015,54.131123,FALSE,TRUE,NA,NA,2.64E+13,0.313484043
Run04662_Seq0456_Scan002,20060729,19.90944481,-104.8722,55.664562,TRUE,TRUE,NA,NA,2.64E+13,0.89908576
Run04662_Seq0456_Scan003,20060729,19.90944481,-105.80061,57.334393,TRUE,TRUE,NA,NA,2.64E+13,0.308112621
Run04662_Seq0457_Scan002,20060729,19.9272213,-107.75696,60.445332,FALSE,TRUE,NA,NA,2.64E+13,0.453428894
Run04662_Seq0457_Scan003,20060729,19.93611145,-108.94221,62.093994,FALSE,TRUE,NA,NA,2.64E+13,0.648940623
Run04662_Seq0457_Scan004,20060729,19.94499969,-110.19221,63.664848,FALSE,TRUE,NA,NA,2.64E+13,0.418082267
Run04662_Seq0458_Scan002,20060729,19.95388985,-111.51102,65.157089,FALSE,TRUE,NA,NA,2.64E+13,0.926609457
Run04662_Seq0458_Scan003,20060729,19.96277809,-113.11502,66.773094,NA,TRUE,NA,NA,2.64E+13,0.230310753
Run04662_Seq0458_Scan004,20060729,19.97166634,-114.84557,68.305756,NA,TRUE,NA,NA,2.64E+13,0.967049181
Run04662_Seq0459_Scan002,20060729,19.98055649,-116.71627,69.754868,NA,TRUE,NA,NA,2.64E+13,0.578092515
Run04662_Seq0522_Scan002,20060729,21.43833351,-120.72789,31.277933,NA,TRUE,0,0,2.64E+13,0.213430539
Run04662_Seq0522_Scan004,20060729,21.44722176,-121.64965,34.627117,NA,TRUE,0,0,2.64E+13,0.468242168
Run04662_Seq0523_Scan002,20060729,21.45611191,-122.09926,36.191658,NA,TRUE,1.31E+11,0.495427611,2.64E+13,0.633257866
Run04662_Seq0523_Scan003,20060729,21.45611191,-122.6067,37.898235,NA,TRUE,1.58E+12,5.982822086,2.64E+13,0.68348521
Run04662_Seq0523_Scan004,20060729,21.46500015,-123.10944,39.530537,NA,TRUE,49752392444,0.188574822,2.64E+13,0.197536454
Run04662_Seq0524_Scan002,20060729,21.4738884,-123.60769,41.090904,TRUE,TRUE,4.39E+11,1.663013059,2.64E+13,0.313695788
Run04662_Seq0524_Scan003,20060729,21.48277855,-124.17359,42.791584,NA,TRUE,2.53E+11,0.957309999,2.64E+13,0.816155791
Run04662_Seq0524_Scan004,20060729,21.49166679,-124.73902,44.419205,NA,TRUE,0,0,2.64E+13,0.336177945
Run04662_Seq0526_Scan002,20060729,21.51833344,-127.2597,50.830276,NA,TRUE,NA,NA,2.64E+13,0.251296192
Run04662_Seq0526_Scan003,20060729,21.52722168,-128.01973,52.513443,NA,TRUE,NA,NA,2.64E+13,0.204935297
Run04662_Seq0526_Scan004,20060729,21.53611183,-128.79608,54.122242,NA,TRUE,NA,NA,2.64E+13,0.184920967
Run04662_Seq0527_Scan002,20060729,21.54500008,-129.58783,55.655579,NA,TRUE,NA,NA,2.64E+13,0.914911568
Run04662_Seq0963_Scan004,20060730,7.687222004,-67.3937,68.95282,NA,TRUE,NA,NA,2.64E+13,0.96343261
Run04662_Seq0964_Scan002,20060730,7.696111202,-69.1418,67.494705,NA,TRUE,NA,NA,2.64E+13,0.709006011
Run04662_Seq0964_Scan003,20060730,7.704999924,-70.833542,65.885719,NA,TRUE,NA,NA,2.64E+13,0.923386395
Run04662_Seq0964_Scan004,20060730,7.713889122,-72.279655,64.330345,NA,TRUE,NA,NA,2.64E+13,0.239718854
Run04662_Seq0965_Scan002,20060730,7.722777843,-73.528702,62.832996,FALSE,TRUE,NA,NA,2.64E+13,0.800119102
Run04662_Seq0965_Scan003,20060730,7.731666565,-74.765938,61.188347,FALSE,TRUE,NA,NA,2.64E+13,0.027453251
Run04662_Seq0965_Scan004,20060730,7.731666565,-75.847061,59.604706,FALSE,TRUE,NA,NA,2.64E+13,0.945401847
Run04662_Seq0966_Scan002,20060730,7.731666565,-76.79969,58.084042,FALSE,TRUE,NA,NA,2.64E+13,0.405371636
Run04662_Seq0966_Scan003,20060730,7.740555763,-77.760818,56.417015,FALSE,TRUE,NA,NA,2.64E+13,0.422604233
Run04662_Seq0966_Scan004,20060730,7.749444485,-78.615387,54.81506,FALSE,TRUE,NA,NA,2.64E+13,0.079704732
Run04662_Seq0967_Scan002,20060730,7.758333206,-79.379768,53.279522,FALSE,TRUE,NA,NA,2.64E+13,0.443802774
Run04662_Seq0967_Scan003,20060730,7.767222404,-80.1623,51.597847,FALSE,TRUE,NA,NA,2.64E+13,0.229994923
Run04662_Seq0967_Scan004,20060730,7.776111126,-80.867493,49.983795,TRUE,TRUE,14036964428,0.053203835,2.64E+13,0.725044787
Run04662_Seq0968_Scan002,20060730,7.784999847,-81.506554,48.43689,TRUE,TRUE,1.19E+11,0.450406812,2.64E+13,0.706430972
Run04662_Seq0968_Scan004,20060730,7.802777767,-82.770866,45.121754,FALSE,TRUE,5.12E+11,1.939431152,2.64E+13,0.33403644
Run04662_Seq0969_Scan004,20060730,7.820555687,-84.428864,40.237877,FALSE,TRUE,4.15E+12,15.72073098,2.64E+13,0.900053203
Run04662_Seq0970_Scan002,20060730,7.829444408,-84.917633,38.676853,FALSE,TRUE,3.78E+12,14.31515476,2.64E+13,0.769078076
Run04662_Seq0970_Scan003,20060730,7.83833313,-85.432823,36.971779,FALSE,TRUE,6.88E+11,2.608184376,2.64E+13,0.951988041
Run04662_Seq0970_Scan004,20060730,7.847222328,-85.910156,35.336239,FALSE,TRUE,1.20E+12,4.531008813,2.64E+13,0.983197808
Run04662_Seq0971_Scan003,20060730,7.864999771,-86.823227,32.060585,FALSE,TRUE,5.01E+11,1.897349709,2.64E+13,0.777267516
Run04662_Seq0971_Scan004,20060730,7.873888969,-87.261459,30.420961,FALSE,TRUE,9.95E+11,3.770457599,2.64E+13,0.187200546
Run04662_Seq1034_Scan004,20060730,9.331666946,-92.098801,68.963837,FALSE,TRUE,NA,NA,2.64E+13,0.902561605
Run04662_Seq1035_Scan002,20060730,9.340555191,-93.848824,67.50576,FALSE,TRUE,NA,NA,2.64E+13,0.900619447
Run04662_Seq1035_Scan003,20060730,9.349444389,-95.542534,65.896706,FALSE,TRUE,NA,NA,2.64E+13,0.336382061
Run04662_Seq1035_Scan004,20060730,9.349444389,-96.989662,64.341591,FALSE,TRUE,NA,NA,2.64E+13,0.295967758
Run04662_Seq1036_Scan002,20060730,9.349444389,-98.239838,62.844177,FALSE,TRUE,NA,NA,2.64E+13,0.649244606
Run04662_Seq1036_Scan003,20060730,9.358333588,-99.478081,61.199459,FALSE,TRUE,NA,NA,2.64E+13,0.239853844
Run04662_Seq1036_Scan004,20060730,9.367221832,-100.55978,59.616318,FALSE,TRUE,NA,NA,2.64E+13,0.757191539
Run04662_Seq1037_Scan002,20060730,9.376111031,-101.51327,58.095409,FALSE,TRUE,NA,NA,2.64E+13,0.427657902
Run04662_Seq1037_Scan003,20060730,9.385000229,-102.47491,56.428726,FALSE,TRUE,NA,NA,2.64E+13,0.256196111
Run04662_Seq1037_Scan004,20060730,9.393888474,-103.32993,54.826923,TRUE,TRUE,NA,NA,2.64E+13,0.966151536
Run04662_Seq1038_Scan002,20060730,9.402777672,-104.09501,53.290813,TRUE,TRUE,NA,NA,2.64E+13,0.724109352
Run04662_Seq1039_Scan002,20060730,9.429444313,-106.22263,48.44894,TRUE,TRUE,2.15E+11,0.815358676,2.64E+13,0.623775125
Run04662_Seq1039_Scan003,20060730,9.438333511,-106.88428,46.75737,TRUE,TRUE,33135282448,0.125591548,2.64E+13,0.479292899
Run04662_Seq1039_Scan004,20060730,9.438333511,-107.48756,45.133865,TRUE,TRUE,5.16E+11,1.956654239,2.64E+13,0.91523844
Run04662_Seq1040_Scan002,20060730,9.447221756,-108.03914,43.579941,TRUE,TRUE,1.47E+11,0.557242618,2.64E+13,0.871367931
Run04662_Seq1040_Scan004,20060730,9.456110954,-109.14626,40.249821,FALSE,TRUE,3.27E+11,1.239486396,2.64E+13,0.315819949
Run04662_Seq1042_Scan004,20060730,9.509444237,-111.97968,30.433552,FALSE,TRUE,72236900368,0.273797097,2.64E+13,0.092335269
Run04662_Seq1105_Scan004,20060730,10.97611141,-116.80913,68.970078,FALSE,TRUE,NA,NA,2.64E+13,0.970106065
Run04662_Seq1106_Scan002,20060730,10.98499966,-118.56026,67.512001,TRUE,TRUE,NA,NA,2.64E+13,0.984283864
Run04662_Seq1106_Scan003,20060730,10.99388885,-120.25501,65.902847,FALSE,TRUE,NA,NA,2.64E+13,0.149045318
Run04662_Seq1106_Scan004,20060730,11.00277805,-121.70292,64.3479,FALSE,TRUE,NA,NA,2.64E+13,0.989987433
Run04662_Seq1107_Scan002,20060730,11.0116663,-122.95325,62.851116,FALSE,TRUE,NA,NA,2.64E+13,0.126820996
Run04662_Seq1107_Scan003,20060730,11.0205555,-124.19247,61.206211,FALSE,TRUE,NA,NA,2.64E+13,0.172016874
Run04662_Seq1107_Scan004,20060730,11.02944469,-125.27499,59.622673,FALSE,TRUE,NA,NA,2.64E+13,0.109536707
Run04662_Seq1108_Scan002,20060730,11.03833294,-126.22842,58.102409,FALSE,TRUE,NA,NA,2.64E+13,0.622249961
Run04662_Seq1108_Scan003,20060730,11.04722214,-127.19047,56.435944,FALSE,TRUE,NA,NA,2.64E+13,0.098439477
Run04662_Seq1108_Scan004,20060730,11.05611134,-128.0463,54.833328,FALSE,TRUE,NA,NA,2.64E+13,0.285867602
Run04662_Seq1109_Scan002,20060730,11.06499958,-128.8114,53.297779,FALSE,TRUE,NA,NA,2.64E+13,0.067508727
Run04662_Seq1109_Scan003,20060730,11.07388878,-129.59476,51.61591,FALSE,TRUE,NA,NA,2.64E+13,0.174930125
Run04674_Seq0001_Scan095,20060730,17.31388855,-65.040993,53.276382,NA,TRUE,NA,NA,2.64E+13,0.380195111
Run04674_Seq0001_Scan096,20060730,17.31388855,-65.232521,53.6707,NA,TRUE,NA,NA,2.64E+13,0.405900359
Run04674_Seq0001_Scan097,20060730,17.3227787,-65.427086,54.064903,NA,TRUE,NA,NA,2.64E+13,0.858708441
Run04674_Seq0001_Scan098,20060730,17.3227787,-65.624962,54.459187,NA,TRUE,NA,NA,2.64E+13,0.359252542
Run04674_Seq0001_Scan099,20060730,17.3227787,-65.826485,54.853508,NA,TRUE,NA,NA,2.64E+13,0.287498981
Run04674_Seq0001_Scan100,20060730,17.3227787,-66.030975,55.247093,NA,TRUE,NA,NA,2.64E+13,0.277016133
Run04674_Seq0001_Scan101,20060730,17.3227787,-66.238945,55.639915,NA,TRUE,NA,NA,2.64E+13,0.172771171
Run04674_Seq0001_Scan102,20060730,17.33166695,-66.450874,56.033157,NA,TRUE,NA,NA,2.64E+13,0.560632825
Run04674_Seq0001_Scan104,20060730,17.33166695,-66.885902,56.818359,NA,TRUE,NA,NA,2.64E+13,0.06711787
Run04674_Seq0001_Scan105,20060730,17.33166695,-67.10952,57.21069,NA,TRUE,NA,NA,2.64E+13,0.261914849
Run04674_Seq0001_Scan106,20060730,17.34055519,-67.337082,57.602219,NA,TRUE,NA,NA,2.64E+13,0.080779284
Run04674_Seq0001_Scan107,20060730,17.34055519,-67.569328,57.993855,NA,TRUE,NA,NA,2.64E+13,0.117152877
Run04674_Seq0001_Scan108,20060730,17.34055519,-67.805511,58.384506,NA,TRUE,NA,NA,2.64E+13,0.192322016
Run04674_Seq0001_Scan109,20060730,17.34055519,-68.046959,58.77557,NA,TRUE,NA,NA,2.64E+13,0.373140931
Run04674_Seq0001_Scan110,20060730,17.34055519,-68.292717,59.165535,NA,TRUE,NA,NA,2.64E+13,0.077761374
Run04674_Seq0001_Scan111,20060730,17.34944534,-68.543877,59.555679,NA,TRUE,NA,NA,2.64E+13,0.006676415
Run04674_Seq0001_Scan112,20060730,17.34944534,-68.800018,59.945118,NA,TRUE,NA,NA,2.64E+13,0.402130336
Run04674_Seq0001_Scan113,20060730,17.34055519,-69.061264,60.33353,NA,TRUE,NA,NA,2.64E+13,0.068376318
Run04674_Seq0001_Scan114,20060730,17.34055519,-69.328728,60.722347,NA,TRUE,NA,NA,2.64E+13,0.326258242
Run04674_Seq0001_Scan115,20060730,17.34944534,-69.601646,61.110264,NA,TRUE,NA,NA,2.64E+13,0.120756611
Run04674_Seq0001_Scan116,20060730,17.34944534,-69.880989,61.498074,NA,TRUE,NA,NA,2.64E+13,0.291430742
Run04674_Seq0001_Scan117,20060730,17.34944534,-70.166573,61.885303,NA,TRUE,NA,NA,2.64E+13,0.336780161
Run04674_Seq0001_Scan118,20060730,17.34944534,-70.458572,62.271889,NA,TRUE,NA,NA,2.64E+13,0.308903962
Run04674_Seq0001_Scan119,20060730,17.34944534,-70.757629,62.658215,NA,TRUE,NA,NA,2.64E+13,0.223731428
Run04674_Seq0001_Scan120,20060730,17.35833359,-71.063683,63.043674,NA,TRUE,NA,NA,2.64E+13,0.936531067
Run04674_Seq0001_Scan121,20060730,17.35833359,-71.376656,63.428085,NA,TRUE,NA,NA,2.64E+13,0.246451214
Run04674_Seq0001_Scan122,20060730,17.35833359,-71.697952,63.812546,NA,TRUE,NA,NA,2.64E+13,0.471601278
Run04674_Seq0001_Scan123,20060730,17.35833359,-72.027367,64.196281,NA,TRUE,NA,NA,2.64E+13,0.409375727
Run04674_Seq0001_Scan124,20060730,17.36722183,-72.365013,64.579346,NA,TRUE,NA,NA,2.64E+13,0.302614719
Run04677_Seq0001_Scan061,20060730,18.86055565,-81.774559,30.0284,FALSE,TRUE,4.70E+12,17.79782105,2.64E+13,0.59502393
Run04677_Seq0001_Scan063,20060730,18.86055565,-81.987091,30.833654,FALSE,TRUE,1.08E+12,4.096170331,2.64E+13,0.322467238
Run04677_Seq0001_Scan064,20060730,18.86055565,-82.094322,31.236338,FALSE,TRUE,1.08E+12,4.096170331,2.64E+13,0.496810734
Run04677_Seq0001_Scan065,20060730,18.86944389,-82.202148,31.638538,FALSE,TRUE,7.06E+11,2.677372619,2.64E+13,0.439662486
Run04677_Seq0001_Scan068,20060730,18.86055565,-82.529999,32.845043,FALSE,TRUE,5.93E+11,2.248223445,2.64E+13,0.254473925
Run04677_Seq0001_Scan069,20060730,18.86944389,-82.64077,33.247097,FALSE,TRUE,5.93E+11,2.248223445,2.64E+13,0.639440477
Run04677_Seq0001_Scan070,20060730,18.86944389,-82.752373,33.649418,FALSE,TRUE,1.19E+12,4.497878832,2.64E+13,0.435397625
Run04677_Seq0001_Scan072,20060730,18.86944389,-82.977707,34.4529,FALSE,TRUE,1.19E+12,4.497878832,2.64E+13,0.248272404
