"date","hour","Longitude","Latitude","inSmoke"
20060715,21.2411918640137,-118.515914916992,34.6139907836914,NA
20060715,21.2715244293213,-120.473419189453,41.0780754089355,NA
20060715,21.3625240325928,-129.332321166992,60.4247856140137,NA
20060715,21.4005088806152,-136.411499023438,68.2871551513672,NA
20060716,9.32385349273682,-110.103759765625,25.5168914794922,NA
20060716,10.8127470016479,-122.140853881836,59.6327781677246,FALSE
20060716,10.8734140396118,-128.470031738281,46.7736358642578,FALSE
20060716,10.9037466049194,-130.733154296875,40.2660942077637,FALSE
20060716,10.9340801239014,-132.65885925293,33.7995948791504,FALSE
20060716,20.3343772888184,-105.879821777344,38.8975791931152,FALSE
20060716,20.3864898681641,-109.89714050293,50.0674209594727,FALSE
20060716,21.9676036834717,-129.637939453125,35.6734771728516,FALSE
20060716,22.004825592041,-132.169174194336,43.6837005615234,FALSE
20060716,22.0066184997559,-132.308975219727,44.0830001831055,FALSE
20060716,22.0085487365723,-132.450210571289,44.4821395874023,FALSE
20060716,22.0532150268555,-136.427703857422,54.0080833435059,FALSE
20060717,9.8788423538208,-107.192390441895,61.1664581298828,FALSE
20060717,9.90152645111084,-110.184097290039,56.3949851989746,FALSE
20060717,9.93951034545898,-113.926696777344,48.4143562316895,FALSE
20060717,11.5496559143066,-134.907073974609,56.3885459899902,FALSE
20060717,11.5951557159424,-139.310165405273,46.7162055969238,FALSE
20060717,11.648307800293,-143.050689697266,35.3062896728516,FALSE
20060717,11.6861553192139,-145.247009277344,27.1075401306152,FALSE
20060717,13.1977872848511,-159.630554199219,56.3799209594727,NA
20060717,19.5550174713135,-110.490715026855,69.7477951049805,NA
20060717,21.0134410858154,-114.097358703613,29.7007141113281,FALSE
20060717,21.0210933685303,-114.511444091797,31.269510269165,FALSE
20060717,22.8362216949463,-156.366012573242,66.7953109741211,NA
20060717,22.8437385559082,-158.099243164062,68.3276901245117,NA
20060717,22.8513889312744,-159.972702026367,69.7762603759766,NA
20060718,20.0922222137451,-100.502891540527,30.8701820373535,NA
20060718,20.1778335571289,-106.482315063477,49.279369354248,FALSE
20060718,21.7309627532959,-124.692962646484,28.8406219482422,NA
20060718,21.7550888061523,-126.097465515137,34.0718574523926,FALSE
20060718,21.8091297149658,-129.800827026367,45.6839027404785,FALSE
20060719,9.65860557556152,-101.630172729492,64.3039321899414,FALSE
20060719,9.81792259216309,-116.596481323242,30.3926811218262,FALSE
20060719,12.9928522109985,-156.549758911133,56.375244140625,FALSE
20060719,19.327262878418,-102.209335327148,65.1548233032227,FALSE
20060719,20.9753360748291,-126.919242858887,65.1465682983398,FALSE
20060719,22.6236343383789,-151.678329467773,65.1844940185547,FALSE
20060720,0.0897374749183655,-159.613052368164,26.389741897583,NA
20060720,8.91384506225586,-103.93807220459,25.5063495635986,FALSE
20060720,10.3950881958008,-114.89771270752,61.2062454223633,FALSE
20060720,10.4937400817871,-124.568466186523,40.2560195922852,FALSE
20060720,10.5619201660156,-128.657318115234,25.5135936737061,FALSE
20060720,19.9858551025391,-104.608856201172,52.0606575012207,FALSE
20060720,21.6134300231934,-127.475547790527,47.6819725036621,FALSE
20060720,21.6394844055176,-129.878784179688,53.2312316894531,FALSE
20060721,12.757360458374,-149.23210144043,62.8031272888184,NA
20060721,12.8256807327271,-157.20100402832,48.4057273864746,NA
20060721,19.1298408508301,-100.737701416016,66.7779693603516,FALSE
20060721,20.6792640686035,-112.922172546387,45.9777679443359,FALSE
20060721,20.6869163513184,-113.567970275879,47.6708869934082,FALSE
20060721,20.7324161529541,-118.134170532227,57.330810546875,FALSE
20060721,22.4031715393066,-145.991622924805,62.0825157165527,NA
20060721,22.4183387756348,-148.55827331543,65.1457138061523,NA
20060722,11.9444484710693,-146.697616577148,38.6801948547363,NA
20060722,21.3078575134277,-117.814842224121,26.0352020263672,NA
20060722,21.3339138031006,-119.270294189453,31.6757030487061,FALSE
20060722,21.3470077514648,-120.046211242676,34.4900550842285,FALSE
20060722,21.3879547119141,-122.784828186035,43.3060073852539,FALSE
20060722,21.3953971862793,-123.347183227539,44.9024047851562,FALSE
20060722,21.3991222381592,-123.637672424316,45.6997261047363,FALSE
20060722,21.4177322387695,-125.200378417969,49.6772193908691,FALSE
20060722,21.4381351470947,-127.184555053711,54.0293846130371,FALSE
20060723,12.5524253845215,-146.153915405273,62.7939834594727,FALSE
20060723,20.5880107879639,-125.976844787598,69.7619323730469,NA
20060723,22.1982383728027,-142.915786743164,62.0927696228027,FALSE
20060723,22.2057514190674,-144.165634155273,63.6636581420898,FALSE
20060724,10.0685653686523,-117.297622680664,43.5676727294922,FALSE
20060724,10.09889793396,-119.408493041992,36.9714012145996,FALSE
20060724,11.6179885864258,-130.967025756836,64.3357162475586,TRUE
20060724,11.6483211517334,-135.49040222168,58.0885429382324,TRUE
20060724,11.6938209533691,-140.199523925781,48.4414405822754,FALSE
20060724,21.10471534729,-114.833587646484,26.4495983123779,NA
20060724,21.1084384918213,-115.035690307617,27.2558422088623,NA
20060724,21.1568260192871,-117.901519775391,37.711727142334,FALSE
20060724,21.2034225463867,-121.314826965332,47.7016868591309,FALSE
20060724,21.2220325469971,-122.983001708984,51.6693420410156,FALSE
20060724,21.2238254547119,-123.162956237793,52.064826965332,TRUE
20060724,21.2294788360596,-123.719772338867,53.2505187988281,FALSE
20060725,20.3296451568604,-112.906494140625,58.8894119262695,TRUE
20060725,21.8563861846924,-127.351226806641,32.9497489929199,FALSE
20060725,21.8715534210205,-128.257537841797,36.1517295837402,FALSE
20060725,22.0080528259277,-142.358581542969,65.1107864379883,FALSE
20060725,22.0232181549072,-145.681976318359,68.2606048583984,NA
20060725,22.0308704376221,-147.545959472656,69.7106857299805,NA
20060725,23.4743499755859,-150.350463867188,26.354097366333,NA
20060726,9.89382457733154,-116.327354431152,36.9593620300293,FALSE
20060726,9.94697570800781,-119.410766601562,25.4820499420166,NA
20060726,11.3978843688965,-124.755401611328,67.4880447387695,FALSE
20060726,11.4509000778198,-133.37353515625,56.4102897644043,FALSE
20060726,11.4660663604736,-134.992568969727,53.2722587585449,FALSE
20060726,21.0315971374512,-121.399459838867,54.7881889343262,FALSE
20060727,10.4639778137207,-109.174438476562,68.892822265625,FALSE
20060727,10.494309425354,-115.282829284668,62.7714347839355,FALSE
20060727,10.5853109359741,-125.052749633789,43.503345489502,FALSE
20060727,20.0260810852051,-100.968231201172,37.8889465332031,FALSE
20060727,20.1702327728271,-117.90966796875,68.288459777832,TRUE
20060728,9.59760570526123,-105.548332214355,56.448543548584,TRUE
20060728,20.6963806152344,-108.758827209473,26.8280849456787,NA
20060728,20.6981735229492,-108.860122680664,27.2312183380127,NA
20060728,20.7001056671143,-108.962173461914,27.634895324707,NA
20060728,20.7484912872314,-111.84610748291,38.0886077880859,TRUE
20060728,20.7502861022949,-111.968353271484,38.4891967773438,TRUE
20060728,20.7745475769043,-113.66463470459,43.6911735534668,FALSE
20060728,20.8284530639648,-118.52677154541,55.1976699829102,FALSE
20060729,12.0432558059692,-147.78190612793,40.2087287902832,NA
20060729,23.1174907684326,-147.339782714844,37.9335327148438,NA
20060730,9.40018653869629,-103.329925537109,54.8269233703613,TRUE
20060730,9.40770149230957,-104.095008850098,53.2908134460449,TRUE
20060730,11.1619424819946,-136.698791503906,30.4394092559814,FALSE
20060730,11.1771097183228,-137.544738769531,27.1565475463867,FALSE
20060730,20.4929618835449,-105.765197753906,27.1924438476562,FALSE
20060730,20.5711269378662,-110.705528259277,44.0518608093262,FALSE
20060730,20.5729198455811,-110.846626281738,44.4506683349609,FALSE
20060730,20.5860176086426,-111.880630493164,47.2407379150391,TRUE
20060731,10.0612344741821,-104.728759765625,67.449577331543,FALSE
20060731,10.144718170166,-116.425926208496,49.9365234375,FALSE
20060731,10.1673994064331,-118.326568603516,45.0745468139648,TRUE
20060731,13.3877725601196,-159.777435302734,61.1367301940918,FALSE
20060731,19.6843929290771,-100.228401184082,52.5444145202637,FALSE
20060731,21.2111358642578,-116.378173828125,26.3749656677246,NA
20060731,21.2186489105225,-116.810325622559,28.0896072387695,NA
20060731,21.271800994873,-120.030700683594,39.5528411865234,FALSE
20060731,21.3551502227783,-127.441902160645,57.3467788696289,FALSE
20060731,21.3703136444092,-129.399810791016,60.458381652832,FALSE
20070701,22.177619934082,-132.126190185547,33.8921928405762,FALSE
20070701,22.2539939880371,-137.673950195312,50.280933380127,FALSE
20070701,22.2800483703613,-140.30778503418,55.8120574951172,FALSE
20070701,22.2930068969727,-141.877243041992,58.5565147399902,FALSE
20070701,22.3135471343994,-144.83935546875,62.8306198120117,FALSE
20070701,22.330228805542,-147.90657043457,66.2771759033203,TRUE
20070701,22.3339519500732,-148.694198608398,67.0345306396484,TRUE
20070701,22.3433246612549,-150.881164550781,68.912353515625,FALSE
20070702,10.1805963516235,-118.838134765625,43.515079498291,FALSE
20070702,10.2032766342163,-120.423614501953,38.6231575012207,FALSE
20070702,11.8438663482666,-144.66032409668,40.1768264770508,FALSE
20070702,11.8893642425537,-147.476058959961,30.3571300506592,FALSE
20070702,19.689603805542,-100.048278808594,52.5227165222168,FALSE
20070702,22.9250869750977,-144.604537963867,39.5310821533203,FALSE
20070702,22.9402523040771,-145.663040161133,42.792423248291,FALSE
20070702,23.0312519073486,-155.094299316406,62.0942611694336,FALSE
20070702,23.05393409729,-159.242980957031,66.7776107788086,TRUE
20070703,20.3504219055176,-106.012153625488,39.6326560974121,TRUE
20070703,20.3968830108643,-109.586212158203,49.607608795166,FALSE
20070703,20.4080467224121,-110.619987487793,51.9861373901367,FALSE
20070703,20.421142578125,-111.94921875,54.750316619873,FALSE
20070703,20.4323081970215,-113.218574523926,57.1090049743652,FALSE
20070703,20.4769763946533,-120.218269348145,66.3925933837891,FALSE
20070703,21.9370498657227,-127.069541931152,26.3531894683838,NA
20070703,21.9817180633545,-129.645614624023,36.0136489868164,FALSE
20070703,21.987232208252,-129.99853515625,37.2181739807129,FALSE
20070703,22.0859375,-138.623962402344,58.2755928039551,FALSE
20070703,22.1398429870605,-148.415222167969,69.3886337280273,TRUE
20070704,9.89892959594727,-108.331420898438,59.5675354003906,FALSE
20070704,9.91409683227539,-110.230743408203,56.3779678344727,FALSE
20070704,9.92161083221436,-111.078948974609,54.7750205993652,FALSE
20070704,9.95194435119629,-113.949699401855,48.3936805725098,FALSE
20070704,13.179967880249,-155.479766845703,62.7840194702148,NA
20070704,19.514102935791,-100.400054931641,58.9244651794434,FALSE
20070704,19.5292701721191,-102.567039489746,62.0924987792969,FALSE
20070704,19.56711769104,-110.293495178223,69.7605514526367,NA
20070704,21.0938339233398,-118.415924072266,44.4086570739746,FALSE
20070704,21.1621513366699,-125.112831115723,58.9148941040039,FALSE
20070704,21.1773166656494,-127.279106140137,62.083854675293,FALSE
20070704,21.1999988555908,-131.423400878906,66.766975402832,FALSE
20070704,21.2076511383057,-133.142333984375,68.3015213012695,FALSE
20070704,22.8481025695801,-156.15202331543,66.7709121704102,NA
20070705,9.04767513275146,-101.842430114746,43.5513801574707,FALSE
20070705,20.0990905761719,-100.142196655273,29.806884765625,FALSE
20070705,20.104606628418,-100.459121704102,31.014310836792,FALSE
20070705,20.1288681030273,-101.907760620117,36.2414398193359,FALSE
20070705,20.1827697753906,-105.788497924805,47.8362503051758,FALSE
20070705,21.7582340240479,-125.50048828125,32.2120399475098,FALSE
20070705,21.7768459320068,-126.625930786133,36.2313423156738,FALSE
20070705,21.8941631317139,-137.463775634766,61.213680267334,FALSE
20070705,21.8959560394287,-137.742965698242,61.6016654968262,FALSE
20070705,21.9127731323242,-140.574783325195,65.0672225952148,FALSE
20070705,21.9202194213867,-142.058883666992,66.5893936157227,FALSE
20070706,11.46253490448,-140.406112670898,33.7191390991211,FALSE
20070706,11.4928684234619,-142.150039672852,27.0845203399658,FALSE
20070706,19.3537750244141,-105.347373962402,68.3070373535156,FALSE
20070706,20.8956565856934,-115.893241882324,45.9603385925293,FALSE
20070706,20.9941711425781,-128.336303710938,66.7644805908203,FALSE
20070706,21.0018215179443,-130.054779052734,68.2990341186523,FALSE
20070706,22.6576919555664,-156.709228515625,69.8027877807617,FALSE
20070707,10.5505323410034,-127.394813537598,30.4164619445801,FALSE
20070707,19.9609851837158,-101.4296875,44.4038391113281,FALSE
20070707,20.0297775268555,-108.205238342285,59.0383033752441,FALSE
20070707,20.0391502380371,-109.497245788574,60.984935760498,FALSE
20070707,20.0428733825684,-110.054206848145,61.7605056762695,FALSE
20070707,21.5903797149658,-124.810096740723,40.4021949768066,FALSE
20070707,21.6834354400635,-133.6826171875,60.2043266296387,FALSE
20070707,21.7114181518555,-138.36149597168,65.9824752807617,FALSE
20070708,11.2111520767212,-134.306747436523,43.5314102172852,FALSE
20070708,11.2263193130493,-135.406661987305,40.2007064819336,FALSE
20070708,11.2414855957031,-136.404693603516,36.9336776733398,FALSE
20070708,11.2566518783569,-137.320266723633,33.7314796447754,FALSE
20070708,12.7605762481689,-148.059936523438,64.3051910400391,FALSE
20070708,19.1402969360352,-100.544036865234,66.7723693847656,FALSE
20070708,19.1554622650146,-104.122589111328,69.7578353881836,FALSE
20070708,20.621509552002,-108.259963989258,31.2627410888672,FALSE
20070708,20.7883415222168,-125.252883911133,66.764892578125,TRUE
20070708,22.4515571594238,-153.541091918945,69.7422866821289,FALSE
20070709,11.8638782501221,-138.63591003418,58.0705642700195,FALSE
20070709,19.8720989227295,-113.859649658203,68.9391479492188,FALSE
20070710,11.0508213043213,-134.237442016602,33.7296180725098,FALSE
20070710,11.0583372116089,-134.704635620117,32.0186576843262,FALSE
20070710,20.4005126953125,-104.344589233398,28.0547924041748,FALSE
20070710,22.056209564209,-129.484771728516,29.6875839233398,FALSE
20070710,22.1850566864014,-139.62548828125,57.312385559082,FALSE
20070710,22.2305583953857,-146.887222290039,66.7592239379883,TRUE
20070711,11.6050319671631,-126.208396911621,68.9478607177734,TRUE
20070711,19.6178798675537,-102.001670837402,58.9775352478027,FALSE
20070711,19.6216011047363,-102.501197814941,59.7582359313965,FALSE
20070711,19.6290454864502,-103.564025878906,61.3129653930664,FALSE
20070711,19.6625461578369,-109.863861083984,68.1936950683594,FALSE
20070711,21.1244144439697,-115.322784423828,28.6805210113525,FALSE
20070711,21.1710109710693,-118.121238708496,38.7305335998535,FALSE
20070711,21.2100238800049,-120.982749938965,47.1227111816406,FALSE
20070711,21.2156753540039,-121.44898223877,48.3168983459473,FALSE
20070711,21.2360782623291,-123.326393127441,52.6779289245605,FALSE
20070711,21.3030796051025,-132.898788452148,66.677848815918,TRUE
20070712,10.6932573318481,-115.743263244629,65.8582305908203,FALSE
20070712,10.7312421798706,-121.663024902344,58.0497932434082,FALSE
20070712,10.7767419815063,-126.337135314941,48.3974113464355,FALSE
20070712,12.3641510009766,-144.36457824707,61.1546401977539,FALSE
20070712,12.5006494522095,-156.342681884766,32.0124320983887,NA
20070712,20.3009185791016,-108.591606140137,50.8277397155762,FALSE
20070712,20.3464164733887,-113.772453308105,60.4389495849609,FALSE
20070712,21.96413230896,-134.836471557617,54.1121940612793,FALSE
20070712,22.0399627685547,-147.385406494141,69.7490463256836,TRUE
20070712,23.4983882904053,-151.124923706055,29.6912593841553,NA
20070714,20.1860160827637,-119.601127624512,69.7631759643555,FALSE
20070714,21.8340644836426,-144.311721801758,69.7553100585938,FALSE
20070714,23.3608055114746,-152.445449829102,44.4111251831055,FALSE
20070715,9.56789398193359,-100.171020507812,64.3249893188477,FALSE
20070715,9.72721099853516,-115.064682006836,30.4009075164795,NA
20070715,11.2994270324707,-134.716613769531,46.7358131408691,FALSE
20070715,11.3297595977783,-136.965759277344,40.2258682250977,FALSE
20070715,20.7090301513672,-108.954399108887,27.8871154785156,NA
20070715,20.7276420593262,-110.003860473633,31.9149265289307,NA
20070715,20.7723083496094,-112.846611022949,41.5475807189941,FALSE
20070715,20.8263473510742,-117.352546691895,53.0860481262207,TRUE
20070715,20.8504753112793,-120.077842712402,58.1994705200195,TRUE
20070715,20.8635692596436,-121.845428466797,60.9281921386719,FALSE
20070715,20.8690853118896,-122.688095092773,62.0915565490723,FALSE
20070715,20.8728065490723,-123.282684326172,62.8643035888672,FALSE
20070715,22.3784656524658,-134.885559082031,32.5068321228027,NA
20070715,22.3970775604248,-136.01708984375,36.5261306762695,FALSE
20070715,22.4771728515625,-142.354583740234,53.6675262451172,FALSE
20070716,10.3650131225586,-120.174781799316,48.3828392028809,FALSE
20070716,21.4235534667969,-119.388442993164,26.3509616851807,NA
20070716,21.438720703125,-120.240013122559,29.7081413269043,NA
20070716,21.4993858337402,-124.080047607422,42.7932319641113,FALSE
20070716,21.5600528717041,-129.464920043945,55.6622886657715,FALSE
20070716,21.597900390625,-134.753509521484,63.6675262451172,TRUE
20070716,23.2156410217285,-155.111450195312,57.3323516845703,FALSE
20070716,23.2232933044434,-156.066558837891,58.926441192627,FALSE
20070717,11.0856676101685,-130.955673217773,48.4771041870117,FALSE
20070717,20.5944652557373,-111.895782470703,47.544979095459,TRUE
20070717,20.5999774932861,-112.36791229248,48.737979888916,TRUE
20070717,20.6037006378174,-112.693267822266,49.5325622558594,TRUE
20070717,20.6130752563477,-113.546020507812,51.514949798584,TRUE
20070717,20.6279640197754,-115.04948425293,54.6758003234863,FALSE
20070717,20.6465740203857,-117.238578796387,58.6018486022949,FALSE
20070717,22.1772193908691,-132.076065063477,33.5087471008301,FALSE
20070717,22.1828708648682,-132.412948608398,34.7151145935059,FALSE
20070717,22.2256088256836,-135.289474487305,43.9306983947754,FALSE
20070717,22.2722053527832,-139.365219116211,53.8612632751465,FALSE
20070717,22.2851638793945,-140.802429199219,56.616886138916,FALSE
20070718,19.744026184082,-106.967010498047,63.6885681152344,FALSE
20070718,21.3617401123047,-127.310585021973,57.3451538085938,NA
20070718,21.3769073486328,-129.256378173828,60.458179473877,NA
20070718,22.8809680938721,-141.880966186523,29.7190189361572,NA
20070719,10.9253406524658,-131.273880004883,38.7009010314941,FALSE
20070719,10.940505027771,-132.262115478516,35.3586273193359,FALSE
20070719,20.3809146881104,-108.19206237793,45.9067802429199,FALSE
20070719,20.3864307403564,-108.641151428223,47.1017913818359,TRUE
20070719,20.4050388336182,-110.267227172852,51.0745048522949,TRUE
20070719,20.4181365966797,-111.549949645996,53.8425483703613,FALSE
20070719,20.4199275970459,-111.744941711426,54.2370719909668,TRUE
20070719,20.4255809783936,-112.349411010742,55.4189414978027,TRUE
20070719,20.44970703125,-115.387435913086,60.5073928833008,FALSE
20070719,21.9656143188477,-128.654739379883,32.2745170593262,NA
20070719,21.9936008453369,-130.377731323242,38.3003730773926,FALSE
20070719,22.1127090454102,-142.426849365234,63.5936470031738,FALSE
20070719,22.1164321899414,-143.080505371094,64.3619384765625,FALSE
20070719,22.1219463348389,-144.125961303711,65.5093460083008,NA
20070720,9.86205005645752,-101.703643798828,67.4929351806641,FALSE
20070720,11.6466541290283,-142.107330322266,38.6521186828613,FALSE
20070720,21.0118675231934,-113.225372314453,26.3712921142578,NA
20070720,21.0648822784424,-116.359016418457,37.9185447692871,FALSE
20070720,22.6751384735107,-138.800140380859,29.7327976226807,NA
20070721,10.7271604537964,-128.707763671875,36.9795112609863,FALSE
20070721,20.122974395752,-101.522651672363,34.712100982666,FALSE
20070721,20.128490447998,-101.866851806641,35.9175605773926,FALSE
20070721,20.1359329223633,-102.338249206543,37.523063659668,FALSE
20070721,20.1378631591797,-102.458396911621,37.9239044189453,FALSE
20070721,20.1731548309326,-104.967704772949,45.5241966247559,TRUE
20070721,20.2123069763184,-108.473510742188,53.8582725524902,FALSE
20070721,20.2681407928467,-116.341514587402,65.5327758789062,FALSE
20070721,21.7746734619141,-126.469703674316,35.5067100524902,FALSE
20070721,21.852840423584,-132.440887451172,52.269645690918,FALSE
20070721,21.871452331543,-134.411392211914,56.2132606506348,FALSE
20070721,21.9031581878662,-138.732177734375,62.8385772705078,FALSE
20070721,21.9068813323975,-139.354598999023,63.6090278625488,FALSE
20070721,21.9086723327637,-139.677810668945,63.9938507080078,FALSE
20070722,19.339714050293,-102.078758239746,65.1476058959961,FALSE
20070722,20.9877624511719,-126.789512634277,65.1404266357422,FALSE
20070722,20.9952754974365,-128.382049560547,66.758171081543,FALSE
20070722,22.5299739837646,-139.563049316406,42.8345794677734,FALSE
20070722,22.5451412200928,-140.688537597656,46.0160331726074,FALSE
20070722,22.5906429290771,-144.955718994141,55.7035789489746,FALSE
20070723,10.3848323822021,-111.110717773438,65.8916091918945,FALSE
20070723,10.5668306350708,-128.289337158203,27.1267948150635,FALSE
20070723,20.0361862182617,-108.978385925293,60.1513519287109,FALSE
20070723,20.0381145477295,-109.241561889648,60.540958404541,TRUE
20070723,20.0716171264648,-115.223510742188,67.4460220336914,FALSE
20070723,21.539134979248,-121.645523071289,29.0870227813721,FALSE
20070723,21.6135787963867,-126.462776184082,45.1344375610352,FALSE
20070723,21.6228160858154,-127.203178405762,47.1273612976074,FALSE
20070723,21.6656894683838,-131.335800170898,56.2304458618164,FALSE
20070724,11.2501029968262,-136.932800292969,35.2879066467285,FALSE
20070724,12.7920112609863,-152.603149414062,58.043571472168,FALSE
20070724,12.7996625900269,-153.557159423828,56.3759651184082,FALSE
20070724,12.8071784973145,-154.405914306641,54.7725296020508,FALSE
20070724,19.1565914154053,-104.19605255127,69.7734527587891,NA
20070724,20.6151237487793,-107.903327941895,29.7094860076904,NA
